dstport,protocol,tag
201,RDP,sv_26
253,BBN-RCC-MON,sv_38
906,VINES,sv_97
905,DCN-MEAS,sv_3
595,UDP,sv_37
943,ROHC,sv_46
928,XNET,sv_41
898,TCP,sv_25
152,MTP,sv_88
89,IPv6-Frag,sv_68
100,ISIS over IPv4,sv_8
56,ARIS,sv_1
555,TRUNK-1,sv_39
850,RVD,sv_99
442,PIPE,sv_69
489,Shim6,sv_43
546,OSPFIGP,sv_31
142,IPCV,sv_94
551,DCCP,sv_64
897,IPv6-ICMP,sv_74
570,SM (deprecated),sv_64
397,GRE,sv_51
324,DDP,sv_22
210,3PC,sv_21
58,XNET,sv_16
735,NARP,sv_44
865,Shim6,sv_11
927,ISO-IP,sv_43
495,,sv_10
780,BNA,sv_16
407,DSR,sv_4
20,MICP (deprecated),sv_4
852,SPS,sv_85
596,WSN,sv_78
724,LEAF-1,sv_10
744,GGP,sv_11
333,TLSP,sv_28
243,IRTP,sv_82
98,LARP,sv_90
954,PIPE,sv_52
511,IGP,sv_90
751,VINES,sv_3
255,MERIT-INP,sv_35
386,IPv6-ICMP,sv_62
277,LEAF-1,sv_91
659,SM (deprecated),sv_39
457,IGP,sv_60
10,,sv_33
333,IPv6-Frag,sv_91
463,LEAF-1,sv_24
46,Compaq-Peer,sv_56
208,TLSP,sv_58
992,IPIP,sv_41
178,PIPE,sv_18
552,IPLT,sv_89
685,VMTP,sv_66
75,KRYPTOLAN,sv_56
48,ESP,sv_95
803,TRUNK-2,sv_76
386,SUN-ND,sv_88
1008,PGM,sv_82
740,,sv_93
489,NVP-II,sv_26
899,IPv6,sv_76
180,SPS,sv_24
283,NSH,sv_54
338,IPPC,sv_47
812,SDRP,sv_31
304,RSVP-E2E-IGNORE,sv_59
799,WB-MON,sv_28
562,I-NLSP,sv_10
195,IPTM,sv_76
503,,sv_62
632,SM (deprecated),sv_20
651,SM (deprecated),sv_15
79,ISO-IP,sv_15
644,AX.25,sv_68
739,ARIS,sv_11
294,SWIPE (deprecated),sv_15
573,IPComp,sv_33
2,PVP,sv_72
434,ISO-IP,sv_76
989,TP++,sv_17
201,EGP,sv_20
392,LARP,sv_44
613,,sv_62
480,IRTP,sv_27
22,IL,sv_6
0,IPv6-ICMP,sv_67
116,EIGRP,sv_79
269,,sv_71
125,MPLS-in-IP,sv_65
739,SECURE-VMTP,sv_86
354,VMTP,sv_55
279,IDRP,sv_48
889,XNET,sv_74
379,XNS-IDP,sv_76
968,MUX,sv_4
810,SSCOPMCE,sv_17
631,LEAF-1,sv_84
285,Mobility Header,sv_85
771,RVD,sv_16
436,BR-SAT-MON,sv_17
445,TRUNK-1,sv_92
488,SNP,sv_79
64,ICMP,sv_14
346,DDX,sv_90
630,HIP,sv_48
544,HOPOPT,sv_64
465,NARP,sv_62
910,TCF,sv_66
946,Ethernet,sv_50
586,PUP,sv_90
395,CRTP,sv_8
33,TRUNK-1,sv_95
472,IATP,sv_44
48,IATP,sv_23
756,L2TP,sv_11
747,ICMP,sv_11
151,IRTP,sv_80
934,RDP,sv_63
343,,sv_81
561,ESP,sv_44
990,SRP,sv_65
24,,sv_60
447,ISO-IP,sv_22
319,RSVP-E2E-IGNORE,sv_98
976,PIPE,sv_16
208,ESP,sv_42
543,,sv_64
132,ISO-IP,sv_38
9,LARP,sv_17
751,VRRP,sv_29
942,LEAF-2,sv_67
551,OSPFIGP,sv_43
217,MPLS-in-IP,sv_21
585,AGGFRAG,sv_86
19,AGGFRAG,sv_33
172,ST,sv_30
605,manet,sv_61
409,PIPE,sv_1
924,3PC,sv_97
129,Sprite-RPC,sv_65
154,CPHB,sv_55
651,BIT-EMU,sv_68
916,ST,sv_20
1016,RVD,sv_9
536,L2TP,sv_73
5,ISO-IP,sv_1
947,AH,sv_7
942,DDP,sv_73
111,IATP,sv_83
86,,sv_7
550,IPv6-Route,sv_40
450,XTP,sv_4
871,IDPR-CMTP,sv_87
295,,sv_36
423,HOPOPT,sv_21
601,LEAF-1,sv_62
817,VRRP,sv_17
87,LEAF-1,sv_29
455,UDPLite,sv_37
786,SSCOPMCE,sv_32
771,PGM,sv_5
940,ETHERIP,sv_92
172,CPNX,sv_1
197,SKIP,sv_22
991,SMP,sv_2
239,HOPOPT,sv_74
198,MICP (deprecated),sv_31
844,TRUNK-2,sv_62
953,ROHC,sv_26
331,ETHERIP,sv_48
836,IDPR-CMTP,sv_9
665,Shim6,sv_97
659,L2TP,sv_22
129,Homa,sv_55
533,LEAF-1,sv_99
110,I-NLSP,sv_30
904,ESP,sv_78
210,NSH,sv_17
909,,sv_3
952,IPComp,sv_42
1023,Homa,sv_16
594,ISIS over IPv4,sv_86
888,SRP,sv_69
430,DCCP,sv_91
425,IPCV,sv_8
492,IPv6,sv_2
617,ST,sv_30
42,SUN-ND,sv_65
557,IPIP,sv_5
813,NARP,sv_78
728,DDP,sv_40
31,UDPLite,sv_48
798,XNET,sv_79
704,IATP,sv_97
493,QNX,sv_28
31,SPS,sv_14
377,SPS,sv_61
192,SCC-SP,sv_53
72,IPv6,sv_76
714,CHAOS,sv_72
104,,sv_26
176,GMTP,sv_1
166,RDP,sv_53
238,ESP,sv_86
919,CBT,sv_17
380,GRE,sv_43
197,DGP,sv_28
582,TRUNK-1,sv_97
493,,sv_13
441,IPv4,sv_90
985,,sv_62
464,ESP,sv_42
602,SMP,sv_90
81,IDPR,sv_65
429,,sv_88
1006,3PC,sv_60
417,DGP,sv_57
85,NSFNET-IGP,sv_4
159,IPCV,sv_76
682,ESP,sv_67
552,,sv_83
12,PVP,sv_47
878,SDRP,sv_52
642,MFE-NSP,sv_20
545,MERIT-INP,sv_89
180,WSN,sv_38
690,TP++,sv_26
362,CRUDP,sv_15
325,EGP,sv_67
860,3PC,sv_56
449,PIPE,sv_89
250,MTP,sv_62
189,IPv6-ICMP,sv_66
970,IPv6-Route,sv_35
6,DCN-MEAS,sv_6
520,SRP,sv_41
956,SKIP,sv_93
547,IPComp,sv_77
627,SRP,sv_12
147,MTP,sv_86
393,IDRP,sv_53
510,3PC,sv_81
600,ISIS over IPv4,sv_33
598,CFTP,sv_43
385,SCPS,sv_39
320,SCPS,sv_33
109,,sv_27
254,Compaq-Peer,sv_43
895,PIM,sv_2
407,MUX,sv_85
810,TP++,sv_18
447,PTP,sv_86
986,ISO-TP4,sv_46
608,RSVP-E2E-IGNORE,sv_83
903,CHAOS,sv_47
413,TCF,sv_96
814,ST,sv_39
523,,sv_88
725,Shim6,sv_44
557,IPv4,sv_63
740,DCN-MEAS,sv_22
787,NARP,sv_13
294,ARIS,sv_96
467,,sv_53
549,DGP,sv_44
392,SCPS,sv_46
207,AGGFRAG,sv_38
806,IGP,sv_56
834,BIT-EMU,sv_60
244,MPLS-in-IP,sv_69
940,UDP,sv_34
771,RSVP-E2E-IGNORE,sv_25
438,AX.25,sv_9
447,SCPS,sv_22
321,ESP,sv_44
954,IPIP,sv_9
686,TRUNK-2,sv_62
645,SMP,sv_43
433,L2TP,sv_25
569,ST,sv_87
992,MTP,sv_26
29,manet,sv_58
33,SAT-EXPAK,sv_64
535,UTI,sv_80
842,WB-MON,sv_47
376,CPHB,sv_66
206,VMTP,sv_14
811,ESP,sv_23
505,AH,sv_97
221,IPTM,sv_63
279,SDRP,sv_71
355,IFMP,sv_3
41,GGP,sv_9
711,WESP,sv_57
686,BNA,sv_25
882,SRP,sv_4
818,ENCAP,sv_38
355,ROHC,sv_90
538,SM (deprecated),sv_78
7,PRM,sv_56
296,PUP,sv_73
156,DDP,sv_86
940,GRE,sv_21
897,CHAOS,sv_47
67,IRTP,sv_25
157,3PC,sv_64
203,VRRP,sv_40
278,VINES,sv_29
687,PRM,sv_37
508,PTP,sv_6
247,L2TP,sv_90
781,IDPR,sv_41
130,MERIT-INP,sv_51
788,IPComp,sv_43
232,RVD,sv_98
510,,sv_78
144,VRRP,sv_44
93,TLSP,sv_98
438,ISO-IP,sv_91
386,DCCP,sv_51
229,ARGUS (deprecated),sv_39
11,PIM,sv_37
884,CPHB,sv_36
48,AGGFRAG,sv_74
724,AX.25,sv_6
942,,sv_2
781,ETHERIP,sv_35
472,FIRE,sv_94
673,UDPLite,sv_45
163,MUX,sv_8
413,AX.25,sv_66
172,VISA,sv_1
539,MPLS-in-IP,sv_81
87,QNX,sv_92
712,ETHERIP,sv_63
744,PGM,sv_22
13,IRTP,sv_95
1016,UTI,sv_59
710,TRUNK-2,sv_12
761,ISIS over IPv4,sv_75
650,IPv6-ICMP,sv_13
732,IDPR-CMTP,sv_36
915,UDP,sv_57
111,SNP,sv_28
218,ESP,sv_21
221,SMP,sv_95
290,NARP,sv_90
649,ARGUS (deprecated),sv_99
542,EMCON,sv_49
47,TCP,sv_28
844,FIRE,sv_80
684,IFMP,sv_64
150,EMCON,sv_91
880,RSVP,sv_7
852,IPv6-Frag,sv_14
912,ENCAP,sv_13
49,manet,sv_88
257,SECURE-VMTP,sv_15
199,,sv_18
429,IPv4,sv_89
625,HOPOPT,sv_22
165,XNET,sv_34
735,SCTP,sv_80
956,WSN,sv_51
94,MTP,sv_38
917,AX.25,sv_70
238,CHAOS,sv_40
307,PNNI,sv_34
573,RSVP-E2E-IGNORE,sv_86
101,,sv_80
785,I-NLSP,sv_78
613,Sprite-RPC,sv_64
192,manet,sv_90
770,I-NLSP,sv_18
763,MTP,sv_58
429,Reserved,sv_77
383,PUP,sv_49
634,SM (deprecated),sv_50
1015,CRTP,sv_62
264,VINES,sv_34
973,AGGFRAG,sv_36
530,DSR,sv_77
950,SPS,sv_93
510,AX.25,sv_86
424,AH,sv_85
140,MERIT-INP,sv_96
1017,PNNI,sv_94
1009,TCP,sv_31
257,L2TP,sv_68
174,CPHB,sv_63
479,,sv_35
39,Mobility Header,sv_31
687,Compaq-Peer,sv_66
16,PUP,sv_78
77,WB-EXPAK,sv_55
458,MPLS-in-IP,sv_19
640,RDP,sv_91
681,,sv_67
143,SAT-MON,sv_54
685,OSPFIGP,sv_13
339,ETHERIP,sv_37
965,NARP,sv_57
499,PIM,sv_84
510,CRUDP,sv_96
794,IL,sv_73
390,AGGFRAG,sv_3
147,PRM,sv_75
557,SCPS,sv_11
433,SAT-EXPAK,sv_27
872,TCP,sv_54
217,manet,sv_17
169,MTP,sv_58
535,CPNX,sv_28
690,TRUNK-1,sv_26
781,TRUNK-2,sv_65
587,NARP,sv_76
399,ENCAP,sv_16
566,Reserved,sv_86
800,BIT-EMU,sv_64
1015,LARP,sv_83
69,SCPS,sv_14
454,SECURE-VMTP,sv_55
591,IRTP,sv_28
886,IRTP,sv_99
54,Sprite-RPC,sv_21
659,STP,sv_26
618,UDP,sv_32
198,LEAF-1,sv_79
276,SUN-ND,sv_8
439,SRP,sv_85
685,VISA,sv_96
202,IPv4,sv_28
310,IDPR,sv_94
937,TLSP,sv_41
53,EGP,sv_92
475,GGP,sv_80
478,SWIPE (deprecated),sv_1
795,CRUDP,sv_85
70,STP,sv_60
1008,Mobility Header,sv_63
146,GMTP,sv_1
228,XTP,sv_8
536,BBN-RCC-MON,sv_69
409,IPv6-ICMP,sv_64
679,WSN,sv_19
764,BBN-RCC-MON,sv_82
508,DSR,sv_1
751,VINES,sv_20
614,EMCON,sv_6
902,SCPS,sv_7
761,IPPC,sv_20
730,PIM,sv_92
168,TP++,sv_84
67,NETBLT,sv_84
329,IRTP,sv_99
238,VRRP,sv_86
512,ISO-TP4,sv_98
319,DSR,sv_95
502,EMCON,sv_2
304,,sv_8
643,UDP,sv_88
846,BBN-RCC-MON,sv_42
122,Compaq-Peer,sv_23
147,MPLS-in-IP,sv_61
743,IDPR,sv_15
964,,sv_26
613,RSVP,sv_55
872,IPv6-Route,sv_51
676,3PC,sv_97
156,SUN-ND,sv_66
253,A/N,sv_3
72,GRE,sv_36
523,GGP,sv_42
944,Sprite-RPC,sv_68
670,WSN,sv_11
829,PVP,sv_77
836,TCF,sv_36
974,PNNI,sv_31
546,SSCOPMCE,sv_2
167,DCN-MEAS,sv_27
254,WESP,sv_77
884,OSPFIGP,sv_76
817,TRUNK-2,sv_41
309,IGMP,sv_6
172,IPPC,sv_31
838,PIM,sv_76
717,AH,sv_88
363,MTP,sv_61
510,AGGFRAG,sv_81
764,TLSP,sv_48
736,AGGFRAG,sv_37
477,PTP,sv_31
544,PGM,sv_28
329,SMP,sv_69
355,BIT-EMU,sv_4
638,PIM,sv_9
790,CRUDP,sv_14
244,IPLT,sv_80
468,MPLS-in-IP,sv_20
813,PIM,sv_91
336,VINES,sv_21
731,,sv_11
769,SPS,sv_56
456,SMP,sv_8
181,IPv6-Frag,sv_33
143,RSVP-E2E-IGNORE,sv_65
970,,sv_52
410,NARP,sv_17
105,DGP,sv_80
871,MFE-NSP,sv_1
944,Sprite-RPC,sv_44
59,IPComp,sv_75
150,EGP,sv_40
137,IGMP,sv_39
876,Reserved,sv_59
351,DCCP,sv_50
199,MICP (deprecated),sv_31
63,SUN-ND,sv_52
615,IDRP,sv_72
662,IPPC,sv_16
157,XTP,sv_39
18,RVD,sv_72
942,manet,sv_19
350,Homa,sv_8
786,CBT,sv_56
444,Ethernet,sv_70
501,DDP,sv_74
169,QNX,sv_69
350,IDPR,sv_18
92,GMTP,sv_53
923,Shim6,sv_52
426,,sv_11
154,TLSP,sv_76
34,ARIS,sv_22
940,,sv_85
790,IATP,sv_35
917,SPS,sv_68
268,WB-EXPAK,sv_25
560,VINES,sv_52
58,SKIP,sv_43
237,Ethernet,sv_38
335,,sv_59
426,RSVP,sv_49
729,LEAF-1,sv_90
417,HMP,sv_7
610,CBT,sv_14
615,CBT,sv_62
620,ISIS over IPv4,sv_92
807,Mobility Header,sv_2
92,Min-IPv4,sv_17
514,Reserved,sv_10
678,KRYPTOLAN,sv_57
990,GMTP,sv_61
871,RDP,sv_95
239,SUN-ND,sv_18
54,WB-EXPAK,sv_58
981,NSH,sv_59
648,FIRE,sv_92
777,SSCOPMCE,sv_84
1009,SUN-ND,sv_71
44,ISO-TP4,sv_65
87,Min-IPv4,sv_95
616,manet,sv_12
271,AH,sv_37
605,PIPE,sv_36
248,TCF,sv_55
388,UTI,sv_27
263,VRRP,sv_74
618,SNP,sv_71
571,ESP,sv_20
351,,sv_84
358,SSCOPMCE,sv_47
893,ESP,sv_51
597,WB-EXPAK,sv_58
867,LEAF-2,sv_20
446,,sv_39
750,IDPR,sv_98
983,Reserved,sv_93
117,BR-SAT-MON,sv_62
1013,TRUNK-2,sv_69
702,LEAF-2,sv_32
481,CRTP,sv_21
749,EIGRP,sv_59
813,CPHB,sv_92
1017,IL,sv_91
140,HOPOPT,sv_35
281,TRUNK-1,sv_37
506,SSCOPMCE,sv_69
548,SSCOPMCE,sv_65
209,VISA,sv_1
1014,NVP-II,sv_30
104,WB-MON,sv_85
554,EIGRP,sv_89
47,SDRP,sv_6
936,NSH,sv_99
966,SSCOPMCE,sv_38
266,CHAOS,sv_18
546,,sv_85
725,SKIP,sv_50
208,TP++,sv_62
35,,sv_23
235,SCPS,sv_59
200,CRUDP,sv_61
3,Ethernet,sv_81
588,DGP,sv_62
160,IPv6-ICMP,sv_78
967,SAT-MON,sv_11
455,BIT-EMU,sv_14
46,TP++,sv_65
262,HMP,sv_52
643,SCTP,sv_63
106,ESP,sv_96
199,UDP,sv_83
750,SSCOPMCE,sv_88
581,BR-SAT-MON,sv_50
435,IPIP,sv_20
78,TP++,sv_31
815,DDX,sv_57
957,ICMP,sv_36
637,UDPLite,sv_34
415,IPIP,sv_30
70,VMTP,sv_94
625,DCN-MEAS,sv_16
814,CPNX,sv_28
939,VISA,sv_18
176,IPX-in-IP,sv_81
129,LEAF-2,sv_49
784,NSH,sv_98
353,AGGFRAG,sv_71
661,,sv_26
2,DGP,sv_92
153,TRUNK-2,sv_56
172,RSVP-E2E-IGNORE,sv_57
338,VMTP,sv_26
443,PVP,sv_61
859,SDRP,sv_84
119,ESP,sv_18
955,IRTP,sv_11
514,NVP-II,sv_67
91,PUP,sv_77
72,Sprite-RPC,sv_72
176,PRM,sv_56
716,NSFNET-IGP,sv_36
409,CFTP,sv_64
414,NSFNET-IGP,sv_47
223,IPv4,sv_59
274,PIPE,sv_78
843,PNNI,sv_20
3,SWIPE (deprecated),sv_3
713,ISO-IP,sv_48
612,AH,sv_38
822,UDPLite,sv_16
178,KRYPTOLAN,sv_33
565,CPNX,sv_30
922,IPX-in-IP,sv_98
135,SKIP,sv_29
731,,sv_16
259,MTP,sv_69
543,EIGRP,sv_77
689,WB-MON,sv_19
781,PTP,sv_79
956,UDPLite,sv_97
483,ISO-IP,sv_38
641,TCP,sv_51
96,,sv_76
871,ETHERIP,sv_49
13,HMP,sv_9
189,HMP,sv_57
146,FC,sv_63
317,IPv6-Frag,sv_85
295,Compaq-Peer,sv_12
953,AH,sv_79
446,IDPR,sv_61
860,SNP,sv_35
649,FIRE,sv_78
417,IPLT,sv_51
416,IPX-in-IP,sv_9
656,DSR,sv_73
894,VINES,sv_46
50,RVD,sv_80
699,GMTP,sv_10
322,FIRE,sv_46
590,IPv6-Frag,sv_5
372,SECURE-VMTP,sv_72
130,STP,sv_88
311,NARP,sv_88
60,A/N,sv_75
294,EIGRP,sv_48
27,Compaq-Peer,sv_77
233,NARP,sv_70
601,TP++,sv_32
763,3PC,sv_22
914,VISA,sv_19
722,ROHC,sv_32
426,DCN-MEAS,sv_55
472,SECURE-VMTP,sv_55
275,Reserved,sv_30
438,TRUNK-1,sv_22
356,STP,sv_76
400,NARP,sv_61
250,L2TP,sv_62
433,FC,sv_30
160,LEAF-1,sv_16
25,GGP,sv_26
1018,IPX-in-IP,sv_1
109,BNA,sv_29
516,IPv6-Opts,sv_76
512,ISO-TP4,sv_14
6,SCTP,sv_64
115,IPv4,sv_71
678,IPv6-Frag,sv_19
743,GGP,sv_94
973,ARIS,sv_89
128,VISA,sv_86
580,SUN-ND,sv_55
587,MERIT-INP,sv_23
483,,sv_97
365,Ethernet,sv_59
300,RSVP,sv_61
440,RSVP-E2E-IGNORE,sv_88
604,PNNI,sv_31
356,DCN-MEAS,sv_13
432,CHAOS,sv_30
884,IPComp,sv_18
607,IPCV,sv_92
756,,sv_45
757,STP,sv_55
741,SUN-ND,sv_99
148,IATP,sv_66
924,ISO-TP4,sv_19
277,TCP,sv_40
784,ESP,sv_69
803,AH,sv_59
936,MICP (deprecated),sv_26
175,MFE-NSP,sv_64
177,BNA,sv_25
526,IPv6-NoNxt,sv_43
446,IDPR-CMTP,sv_40
379,NSFNET-IGP,sv_82
887,NARP,sv_49
78,WB-MON,sv_29
470,RSVP-E2E-IGNORE,sv_16
829,SKIP,sv_46
616,,sv_85
506,ARGUS (deprecated),sv_66
361,manet,sv_27
307,A/N,sv_76
442,SNP,sv_45
822,AX.25,sv_77
95,NETBLT,sv_4
735,CPNX,sv_60
222,SDRP,sv_49
994,KRYPTOLAN,sv_37
624,IPv6-NoNxt,sv_13
833,ISO-IP,sv_75
33,SM (deprecated),sv_85
121,IPLT,sv_93
860,PGM,sv_61
911,TRUNK-2,sv_31
844,Compaq-Peer,sv_42
582,CFTP,sv_34
510,HMP,sv_14
1008,HIP,sv_56
446,NSFNET-IGP,sv_41
970,NETBLT,sv_51
852,LEAF-1,sv_52
97,IFMP,sv_82
604,UTI,sv_73
501,HOPOPT,sv_34
319,SCTP,sv_43
528,HIP,sv_83
1008,,sv_95
273,NARP,sv_39
829,TRUNK-2,sv_56
907,LARP,sv_57
883,EIGRP,sv_92
482,GMTP,sv_82
147,SWIPE (deprecated),sv_96
119,SAT-MON,sv_72
347,ICMP,sv_1
875,CHAOS,sv_40
1010,RSVP,sv_94
907,SSCOPMCE,sv_4
311,CBT,sv_50
250,PGM,sv_62
546,VMTP,sv_83
204,IDPR-CMTP,sv_8
281,Homa,sv_16
692,SAT-MON,sv_21
387,CPHB,sv_87
832,,sv_62
540,IPLT,sv_57
996,BR-SAT-MON,sv_31
412,RSVP,sv_18
122,CHAOS,sv_48
705,AX.25,sv_77
76,TCP,sv_68
467,PGM,sv_91
68,NETBLT,sv_77
465,FIRE,sv_41
486,SCTP,sv_63
424,XTP,sv_30
44,SDRP,sv_17
269,NSH,sv_3
882,SCPS,sv_57
40,WESP,sv_79
215,MICP (deprecated),sv_96
49,FC,sv_90
838,VMTP,sv_21
524,CHAOS,sv_31
858,,sv_71
31,,sv_93
68,MUX,sv_18
310,SWIPE (deprecated),sv_65
683,PTP,sv_87
815,CPNX,sv_57
681,MUX,sv_28
454,CRUDP,sv_45
292,,sv_34
678,MTP,sv_90
691,GRE,sv_9
39,NETBLT,sv_59
231,EGP,sv_30
90,IDPR,sv_64
806,VMTP,sv_11
745,UDPLite,sv_2
954,IPv6,sv_6
192,,sv_14
454,CPNX,sv_20
779,ENCAP,sv_16
592,NSH,sv_18
1017,DCCP,sv_29
400,IDPR-CMTP,sv_47
808,ICMP,sv_85
572,IPv6,sv_62
748,IPCV,sv_50
781,DCN-MEAS,sv_91
216,,sv_45
86,WB-MON,sv_24
656,RSVP,sv_34
1018,,sv_23
323,IPv4,sv_94
638,UDPLite,sv_86
624,DDP,sv_61
934,GMTP,sv_51
81,A/N,sv_43
158,MUX,sv_32
197,OSPFIGP,sv_40
467,SNP,sv_72
449,IPv6-ICMP,sv_32
858,MTP,sv_49
525,PUP,sv_58
982,L2TP,sv_70
518,CRTP,sv_60
49,EGP,sv_63
713,IPTM,sv_23
337,NSFNET-IGP,sv_51
427,ESP,sv_82
799,ARGUS (deprecated),sv_79
309,ROHC,sv_31
781,AH,sv_40
264,SSCOPMCE,sv_81
316,ROHC,sv_83
369,OSPFIGP,sv_83
467,ISO-TP4,sv_39
328,LARP,sv_51
850,IGMP,sv_33
503,UDP,sv_14
913,CRTP,sv_25
472,ISO-TP4,sv_35
188,CRUDP,sv_42
863,IPv4,sv_86
1017,ARGUS (deprecated),sv_45
306,PUP,sv_89
258,SPS,sv_6
999,CHAOS,sv_10
666,TCF,sv_87
363,LEAF-2,sv_34
564,AX.25,sv_78
274,DCCP,sv_43
539,IPv6-Frag,sv_97
748,Compaq-Peer,sv_74
951,IPX-in-IP,sv_92
551,HOPOPT,sv_86
378,WB-MON,sv_71
284,CRTP,sv_95
451,IDRP,sv_98
674,GRE,sv_41
714,IDRP,sv_10
543,MERIT-INP,sv_81
483,WB-EXPAK,sv_33
748,,sv_73
797,GRE,sv_17
24,BNA,sv_69
554,DCN-MEAS,sv_43
709,NSH,sv_33
235,TRUNK-2,sv_86
757,BNA,sv_30
1,L2TP,sv_38
503,CRUDP,sv_69
69,SCC-SP,sv_2
108,MUX,sv_37
147,BR-SAT-MON,sv_32
356,IPLT,sv_59
947,IDPR,sv_91
973,MPLS-in-IP,sv_23
313,CPHB,sv_3
758,DSR,sv_61
470,RVD,sv_11
199,PIM,sv_3
849,CRTP,sv_97
638,MFE-NSP,sv_9
728,LEAF-2,sv_90
785,DDP,sv_84
49,SWIPE (deprecated),sv_21
750,FC,sv_39
615,XTP,sv_39
890,CHAOS,sv_93
906,QNX,sv_41
171,AX.25,sv_10
1004,HOPOPT,sv_95
648,BIT-EMU,sv_75
126,NVP-II,sv_66
599,Mobility Header,sv_14
483,IGP,sv_81
854,PVP,sv_71
747,CPNX,sv_18
709,WB-MON,sv_76
8,AH,sv_98
826,TRUNK-1,sv_66
45,IDRP,sv_20
930,XNET,sv_20
363,GMTP,sv_24
335,ICMP,sv_91
347,BIT-EMU,sv_33
831,SAT-EXPAK,sv_81
941,SPS,sv_59
745,CPNX,sv_69
632,ARGUS (deprecated),sv_34
856,IATP,sv_92
835,DDX,sv_77
182,LEAF-1,sv_21
378,ICMP,sv_29
916,CHAOS,sv_7
757,IATP,sv_35
404,WB-EXPAK,sv_23
303,DCCP,sv_76
766,MTP,sv_71
606,Reserved,sv_44
441,CPHB,sv_99
383,PIPE,sv_76
906,TRUNK-2,sv_62
200,NARP,sv_55
828,SCPS,sv_39
353,DCN-MEAS,sv_9
71,,sv_88
44,QNX,sv_3
225,manet,sv_81
848,CFTP,sv_57
337,Shim6,sv_83
412,NVP-II,sv_26
635,FC,sv_26
400,SPS,sv_73
249,MTP,sv_55
307,PGM,sv_49
700,HOPOPT,sv_38
200,MPLS-in-IP,sv_88
156,RSVP,sv_10
842,IPLT,sv_75
1017,AH,sv_52
462,IRTP,sv_96
142,MERIT-INP,sv_39
394,IPv6-NoNxt,sv_63
617,IPv6,sv_17
37,IPIP,sv_98
861,IFMP,sv_77
542,IPX-in-IP,sv_35
437,BNA,sv_57
52,GRE,sv_27
819,PNNI,sv_47
409,I-NLSP,sv_40
301,TRUNK-1,sv_27
266,ENCAP,sv_82
688,Compaq-Peer,sv_19
1023,ICMP,sv_43
591,PIPE,sv_88
207,MERIT-INP,sv_65
408,Compaq-Peer,sv_68
892,WB-MON,sv_65
502,SNP,sv_81
444,GRE,sv_50
160,,sv_93
47,WB-MON,sv_31
307,Reserved,sv_13
661,EMCON,sv_66
553,PTP,sv_31
664,IPv6-Opts,sv_86
680,IDRP,sv_64
410,L2TP,sv_17
967,GMTP,sv_5
230,IPTM,sv_34
762,SRP,sv_50
331,SWIPE (deprecated),sv_50
563,HIP,sv_57
638,SAT-EXPAK,sv_56
235,PUP,sv_24
289,SWIPE (deprecated),sv_82
325,ESP,sv_24
216,SAT-EXPAK,sv_72
718,XNS-IDP,sv_48
856,DCN-MEAS,sv_43
122,UDPLite,sv_19
560,,sv_20
876,TLSP,sv_8
830,WESP,sv_84
710,ISIS over IPv4,sv_68
307,SDRP,sv_75
1013,NARP,sv_64
186,TRUNK-2,sv_44
123,LEAF-2,sv_54
493,ISO-TP4,sv_9
549,ETHERIP,sv_22
575,Mobility Header,sv_99
137,OSPFIGP,sv_22
637,PTP,sv_73
446,SRP,sv_35
30,WESP,sv_85
67,IPv6-NoNxt,sv_52
749,BBN-RCC-MON,sv_27
383,EIGRP,sv_77
941,MICP (deprecated),sv_65
472,DDP,sv_10
328,,sv_35
415,A/N,sv_45
399,DSR,sv_25
21,TRUNK-1,sv_27
914,A/N,sv_5
141,MTP,sv_94
725,SUN-ND,sv_61
775,IPv6-Route,sv_38
394,IGMP,sv_61
767,BBN-RCC-MON,sv_18
565,DGP,sv_57
563,WESP,sv_12
706,PVP,sv_60
811,,sv_55
19,MERIT-INP,sv_85
837,SWIPE (deprecated),sv_17
715,SM (deprecated),sv_33
725,IDRP,sv_88
65,CBT,sv_89
883,TCP,sv_69
537,CPNX,sv_4
378,XNS-IDP,sv_57
984,UDP,sv_71
637,FIRE,sv_21
294,TCF,sv_84
233,SDRP,sv_78
199,OSPFIGP,sv_14
686,IDPR-CMTP,sv_69
690,Sprite-RPC,sv_20
719,IPLT,sv_9
346,XNET,sv_6
216,IPIP,sv_77
784,NSFNET-IGP,sv_31
311,IPX-in-IP,sv_58
178,AH,sv_83
384,HIP,sv_47
38,IPTM,sv_9
780,SNP,sv_47
407,FC,sv_70
592,ETHERIP,sv_72
532,MFE-NSP,sv_77
54,PIPE,sv_97
148,TCP,sv_9
126,KRYPTOLAN,sv_37
603,ARGUS (deprecated),sv_30
719,IPv6-ICMP,sv_82
318,DCN-MEAS,sv_32
610,IGP,sv_31
974,Min-IPv4,sv_32
263,XTP,sv_11
746,IATP,sv_48
635,NETBLT,sv_78
104,TLSP,sv_52
95,IPv6-Opts,sv_90
973,,sv_3
300,IPPC,sv_39
756,KRYPTOLAN,sv_12
334,XNS-IDP,sv_74
813,CHAOS,sv_69
529,ICMP,sv_79
922,ESP,sv_83
499,IPv6-Frag,sv_44
770,LEAF-2,sv_68
930,IGMP,sv_17
580,BNA,sv_89
54,IL,sv_16
769,ENCAP,sv_23
439,Reserved,sv_46
996,Homa,sv_96
891,MUX,sv_86
476,DSR,sv_16
860,Min-IPv4,sv_77
977,GMTP,sv_79
